window_start,1-0,1-1,2-0,3-0,3-1
2016-10-05 20:20:00,149,14,10,84,13
2016-10-05 20:40:00,145,5,6,90,12
2016-10-05 21:00:00,125,1,7,96,10
2016-10-05 21:20:00,93,5,7,80,5
2016-10-05 21:40:00,52,9,4,53,7
2016-10-05 22:00:00,43,3,4,44,2
2016-10-05 22:20:00,43,3,2,42,2
2016-10-05 22:40:00,43,5,1,34,7
2016-10-05 23:00:00,27,3,1,11,2
2016-10-05 23:20:00,23,6,0,4,4
2016-10-05 23:40:00,26,4,0,20,7
2016-10-06 00:00:00,21,36,0,23,38
2016-10-06 00:20:00,22,23,0,15,31
2016-10-06 00:40:00,17,7,0,26,36
2016-10-06 01:00:00,13,6,1,29,2
2016-10-06 01:20:00,10,3,0,22,2
2016-10-06 01:40:00,9,2,1,12,1
2016-10-06 02:00:00,13,6,0,10,4
2016-10-06 02:20:00,3,6,0,17,2
2016-10-06 02:40:00,9,7,0,22,2
2016-10-06 03:00:00,17,3,0,11,5
2016-10-06 03:20:00,9,8,0,16,3
2016-10-06 03:40:00,16,8,0,11,2
2016-10-06 04:00:00,8,7,0,16,1
2016-10-06 04:20:00,16,10,0,10,6
2016-10-06 04:40:00,13,9,0,16,9
2016-10-06 05:00:00,28,18,1,19,13
2016-10-06 05:20:00,26,21,0,20,9
2016-10-06 05:40:00,28,20,0,36,8
2016-10-06 06:00:00,46,23,1,39,13
2016-10-06 06:20:00,53,22,1,57,10
2016-10-06 06:40:00,72,34,2,73,20
2016-10-06 07:00:00,80,14,3,109,22
2016-10-06 07:20:00,114,21,7,131,17
2016-10-06 07:40:00,135,18,13,127,16
2016-10-06 08:00:00,122,18,8,124,21
2016-10-06 08:20:00,150,21,7,148,18
2016-10-06 08:40:00,170,14,19,129,25
2016-10-06 09:00:00,160,20,16,140,28
2016-10-06 09:20:00,189,27,12,169,19
2016-10-06 09:40:00,173,23,12,162,28
2016-10-06 10:00:00,178,22,17,157,29
2016-10-06 10:20:00,132,32,9,123,28
2016-10-06 10:40:00,130,28,7,91,30
2016-10-06 11:00:00,147,23,18,105,21
2016-10-06 11:20:00,135,12,12,95,21
2016-10-06 11:40:00,147,34,6,109,16
2016-10-06 12:00:00,113,30,8,99,39
2016-10-06 12:20:00,139,14,9,87,25
2016-10-06 12:40:00,140,22,11,92,28
2016-10-06 13:00:00,168,31,11,124,38
2016-10-06 13:20:00,192,30,23,110,25
2016-10-06 13:40:00,200,20,14,105,30
2016-10-06 14:00:00,202,20,16,111,28
2016-10-06 14:20:00,201,20,13,129,19
2016-10-06 14:40:00,201,24,13,129,25
2016-10-06 15:00:00,224,12,25,140,23
2016-10-06 15:20:00,209,22,15,97,30
2016-10-06 15:40:00,193,22,10,113,21
2016-10-06 16:00:00,201,26,18,104,17
2016-10-06 16:20:00,211,23,22,112,19
2016-10-06 16:40:00,170,15,11,95,20
2016-10-06 17:00:00,196,12,18,105,17
2016-10-06 17:20:00,163,16,11,106,10
2016-10-06 17:40:00,154,19,11,100,16
2016-10-06 18:00:00,157,15,14,91,12
2016-10-06 18:20:00,130,10,5,80,12
2016-10-06 18:40:00,140,17,8,62,3
2016-10-06 19:00:00,156,2,11,64,10
2016-10-06 19:20:00,140,11,9,90,10
2016-10-06 19:40:00,133,13,14,125,9
2016-10-06 20:00:00,145,12,10,102,8
2016-10-06 20:20:00,126,6,4,109,8
2016-10-06 20:40:00,85,4,3,79,12
2016-10-06 21:00:00,53,5,1,59,11
2016-10-06 21:20:00,66,13,2,83,4
2016-10-06 21:40:00,63,9,0,43,8
2016-10-06 22:00:00,36,4,2,39,9
2016-10-06 22:20:00,33,5,1,51,9
2016-10-06 22:40:00,22,2,1,31,4
2016-10-06 23:00:00,9,9,1,32,6
2016-10-06 23:20:00,26,7,0,47,5
2016-10-06 23:40:00,25,2,0,20,6
2016-10-07 00:00:00,17,21,0,17,45
2016-10-07 00:20:00,15,15,0,22,47
2016-10-07 00:40:00,9,20,0,26,22
2016-10-07 01:00:00,15,0,0,17,4
2016-10-07 01:20:00,10,5,0,25,2
2016-10-07 01:40:00,10,2,0,20,2
2016-10-07 02:00:00,13,3,0,14,3
2016-10-07 02:20:00,9,6,0,19,2
2016-10-07 02:40:00,8,4,0,19,1
2016-10-07 03:00:00,9,4,0,20,1
2016-10-07 03:20:00,9,8,0,14,3
2016-10-07 03:40:00,10,9,0,16,5
2016-10-07 04:00:00,17,11,0,23,3
2016-10-07 04:20:00,10,10,0,19,6
2016-10-07 04:40:00,17,11,0,9,6
2016-10-07 05:00:00,11,19,0,12,5
2016-10-07 05:20:00,20,12,0,19,8
2016-10-07 05:40:00,27,21,2,30,11
2016-10-07 06:00:00,40,17,1,53,10
2016-10-07 06:20:00,53,23,2,71,29
2016-10-07 06:40:00,79,32,2,71,20
2016-10-07 07:00:00,94,26,2,103,20
2016-10-07 07:20:00,112,18,8,116,16
2016-10-07 07:40:00,92,30,9,119,20
2016-10-07 08:00:00,110,23,8,145,19
2016-10-07 08:20:00,122,18,14,140,32
2016-10-07 08:40:00,113,19,9,130,19
2016-10-07 09:00:00,147,21,11,131,32
2016-10-07 09:20:00,155,28,7,137,32
2016-10-07 09:40:00,148,23,10,140,28
2016-10-07 10:00:00,151,19,11,143,30
2016-10-07 10:20:00,119,19,13,110,25
2016-10-07 10:40:00,153,30,7,89,29
2016-10-07 11:00:00,130,21,5,92,18
2016-10-07 11:20:00,122,19,8,106,20
2016-10-07 11:40:00,115,21,10,106,21
2016-10-07 12:00:00,150,28,6,107,25
2016-10-07 12:20:00,101,28,7,99,19
2016-10-07 12:40:00,154,32,12,116,33
2016-10-07 13:00:00,153,31,8,127,35
2016-10-07 13:20:00,153,28,10,106,35
2016-10-07 13:40:00,197,31,18,132,38
2016-10-07 14:00:00,175,29,12,138,24
2016-10-07 14:20:00,184,28,23,130,26
2016-10-07 14:40:00,234,33,16,143,27
2016-10-07 15:00:00,188,23,13,155,28
2016-10-07 15:20:00,190,21,18,134,20
2016-10-07 15:40:00,202,32,16,169,29
2016-10-07 16:00:00,182,19,12,129,13
2016-10-07 16:20:00,159,18,6,133,14
2016-10-07 16:40:00,179,16,13,134,26
2016-10-07 17:00:00,172,15,7,144,12
2016-10-07 17:20:00,118,23,12,101,14
2016-10-07 17:40:00,130,18,9,130,16
2016-10-07 18:00:00,95,15,9,93,13
2016-10-07 18:20:00,98,18,6,87,13
2016-10-07 18:40:00,64,10,6,85,12
2016-10-07 19:00:00,85,11,8,97,10
2016-10-07 19:20:00,105,6,7,120,15
2016-10-07 19:40:00,91,12,5,102,14
2016-10-07 20:00:00,91,11,4,82,8
2016-10-07 20:20:00,70,11,5,83,18
2016-10-07 20:40:00,62,7,9,75,10
2016-10-07 21:00:00,47,11,1,61,6
2016-10-07 21:20:00,34,4,1,51,8
2016-10-07 21:40:00,39,15,3,27,8
2016-10-07 22:00:00,40,6,5,29,5
2016-10-07 22:20:00,24,11,3,19,10
2016-10-07 22:40:00,28,7,1,38,5
2016-10-07 23:00:00,44,6,1,23,5
2016-10-07 23:20:00,58,8,2,23,4
2016-10-07 23:40:00,50,9,0,49,8
2016-10-08 00:00:00,15,94,0,16,153
2016-10-08 00:20:00,10,47,3,21,107
2016-10-08 00:40:00,6,27,0,13,91
2016-10-08 01:00:00,4,6,1,16,13
2016-10-08 01:20:00,9,6,0,16,10
2016-10-08 01:40:00,3,3,0,13,5
2016-10-08 02:00:00,7,5,0,7,7
2016-10-08 02:20:00,7,3,0,13,4
2016-10-08 02:40:00,6,5,0,10,3
2016-10-08 03:00:00,5,5,0,15,1
2016-10-08 03:20:00,3,10,1,9,6
2016-10-08 03:40:00,5,10,0,10,6
2016-10-08 04:00:00,5,11,0,9,5
2016-10-08 04:20:00,13,18,0,15,5
2016-10-08 04:40:00,9,18,1,11,8
2016-10-08 05:00:00,2,23,9,15,8
2016-10-08 05:20:00,2,26,14,11,4
2016-10-08 05:40:00,7,23,9,17,17
2016-10-08 06:00:00,9,30,25,27,11
2016-10-08 06:20:00,12,38,27,56,28
2016-10-08 06:40:00,19,67,37,69,39
2016-10-08 07:00:00,21,66,72,120,59
2016-10-08 07:20:00,36,89,77,124,79
2016-10-08 07:40:00,27,94,97,149,105
2016-10-08 08:00:00,31,96,106,137,128
2016-10-08 08:20:00,39,117,93,152,129
2016-10-08 08:40:00,38,82,83,145,142
2016-10-08 09:00:00,35,113,83,148,132
2016-10-08 09:20:00,31,73,99,137,127
2016-10-08 09:40:00,38,130,86,120,101
2016-10-08 10:00:00,37,79,60,96,73
2016-10-08 10:20:00,41,85,64,88,92
2016-10-08 10:40:00,34,100,63,96,72
2016-10-08 11:00:00,25,91,36,71,84
2016-10-08 11:20:00,28,77,53,87,71
2016-10-08 11:40:00,24,66,41,98,76
2016-10-08 12:00:00,42,78,53,83,66
2016-10-08 12:20:00,36,76,53,83,80
2016-10-08 12:40:00,41,89,63,91,88
2016-10-08 13:00:00,46,96,79,97,101
2016-10-08 13:20:00,43,80,71,104,100
2016-10-08 13:40:00,35,90,76,98,119
2016-10-08 14:00:00,37,77,63,95,94
2016-10-08 14:20:00,45,104,75,106,107
2016-10-08 14:40:00,33,93,44,97,105
2016-10-08 15:00:00,44,91,66,117,94
2016-10-08 15:20:00,42,94,69,85,92
2016-10-08 15:40:00,40,99,69,99,94
2016-10-08 16:00:00,49,95,61,110,79
2016-10-08 16:20:00,44,81,65,107,104
2016-10-08 16:40:00,36,82,56,111,98
2016-10-08 17:00:00,37,92,63,99,87
2016-10-08 17:20:00,23,109,60,106,88
2016-10-08 17:40:00,26,104,60,99,89
2016-10-08 18:00:00,20,84,46,72,61
2016-10-08 18:20:00,28,70,54,66,71
2016-10-08 18:40:00,20,61,37,52,81
2016-10-08 19:00:00,25,52,44,50,52
2016-10-08 19:20:00,22,49,41,51,51
2016-10-08 19:40:00,15,40,19,55,42
2016-10-08 20:00:00,17,28,33,32,50
2016-10-08 20:20:00,12,31,31,38,31
2016-10-08 20:40:00,15,36,29,42,32
2016-10-08 21:00:00,14,27,21,28,24
2016-10-08 21:20:00,7,27,22,29,25
2016-10-08 21:40:00,16,25,27,26,28
2016-10-08 22:00:00,11,19,15,21,20
2016-10-08 22:20:00,10,19,8,14,17
2016-10-08 22:40:00,10,7,14,13,10
2016-10-08 23:00:00,8,6,17,14,7
2016-10-08 23:20:00,1,4,1,9,13
2016-10-08 23:40:00,0,1,0,0,3
2016-10-09 00:00:00,7,130,1,13,141
2016-10-09 00:20:00,7,56,1,14,92
2016-10-09 00:40:00,8,21,2,12,53
2016-10-09 01:00:00,6,5,1,19,8
2016-10-09 01:20:00,9,3,0,15,3
2016-10-09 01:40:00,3,7,3,13,8
2016-10-09 02:00:00,1,6,1,9,2
2016-10-09 02:20:00,9,6,0,11,2
2016-10-09 02:40:00,7,5,0,15,5
2016-10-09 03:00:00,4,8,0,12,3
2016-10-09 03:20:00,6,13,0,16,6
2016-10-09 03:40:00,5,12,0,9,4
2016-10-09 04:00:00,13,15,0,8,7
2016-10-09 04:20:00,8,25,1,22,3
2016-10-09 04:40:00,10,21,1,15,7
2016-10-09 05:00:00,4,31,12,18,5
2016-10-09 05:20:00,7,24,8,10,9
2016-10-09 05:40:00,10,33,18,21,23
2016-10-09 06:00:00,8,33,29,21,16
2016-10-09 06:20:00,9,41,31,46,33
2016-10-09 06:40:00,17,53,45,75,46
2016-10-09 07:00:00,26,66,61,107,48
2016-10-09 07:20:00,25,81,99,109,62
2016-10-09 07:40:00,33,93,100,110,80
2016-10-09 08:00:00,46,117,125,136,112
2016-10-09 08:20:00,39,121,114,156,109
2016-10-09 08:40:00,35,103,113,145,105
2016-10-09 09:00:00,45,127,125,128,109
2016-10-09 09:20:00,41,93,94,122,102
2016-10-09 09:40:00,41,75,80,97,82
2016-10-09 10:00:00,28,73,66,100,82
2016-10-09 10:20:00,40,98,79,89,81
2016-10-09 10:40:00,39,87,64,106,86
2016-10-09 11:00:00,38,72,64,116,63
2016-10-09 11:20:00,28,64,52,100,79
2016-10-09 11:40:00,26,88,61,74,81
2016-10-09 12:00:00,39,89,65,83,83
2016-10-09 12:20:00,33,86,68,86,81
2016-10-09 12:40:00,43,94,63,106,88
2016-10-09 13:00:00,39,104,66,104,112
2016-10-09 13:20:00,46,104,61,84,95
2016-10-09 13:40:00,32,122,48,109,109
2016-10-09 14:00:00,48,96,64,106,120
2016-10-09 14:20:00,36,105,54,92,119
2016-10-09 14:40:00,54,92,65,111,81
2016-10-09 15:00:00,49,84,74,104,97
2016-10-09 15:20:00,40,90,61,119,95
2016-10-09 15:40:00,48,107,69,113,89
2016-10-09 16:00:00,35,80,60,110,99
2016-10-09 16:20:00,42,100,63,118,100
2016-10-09 16:40:00,38,113,72,132,111
2016-10-09 17:00:00,33,127,69,113,76
2016-10-09 17:20:00,28,110,83,99,91
2016-10-09 17:40:00,32,105,73,98,93
2016-10-09 18:00:00,20,56,70,88,70
2016-10-09 18:20:00,29,80,48,62,80
2016-10-09 18:40:00,23,56,54,64,73
2016-10-09 19:00:00,33,39,36,46,54
2016-10-09 19:20:00,21,46,46,44,49
2016-10-09 19:40:00,20,51,36,54,46
2016-10-09 20:00:00,15,35,35,25,53
2016-10-09 20:20:00,26,35,33,56,44
2016-10-09 20:40:00,19,44,25,39,38
2016-10-09 21:00:00,22,22,34,35,32
2016-10-09 21:20:00,16,28,29,29,34
2016-10-09 21:40:00,17,32,19,34,33
2016-10-09 22:00:00,4,23,14,20,12
2016-10-09 22:20:00,6,27,22,16,20
2016-10-09 22:40:00,10,17,12,20,13
2016-10-09 23:00:00,0,8,14,5,18
2016-10-09 23:20:00,3,11,6,5,8
2016-10-09 23:40:00,6,13,7,11,16
2016-10-10 00:00:00,13,89,2,22,126
2016-10-10 00:20:00,16,64,2,21,80
2016-10-10 00:40:00,11,38,0,11,62
2016-10-10 01:00:00,7,3,0,19,8
2016-10-10 01:20:00,4,5,0,23,4
2016-10-10 01:40:00,7,5,1,16,3
2016-10-10 02:00:00,6,6,0,11,2
2016-10-10 02:20:00,9,7,0,11,3
2016-10-10 02:40:00,12,4,0,12,6
2016-10-10 03:00:00,7,9,0,17,3
2016-10-10 03:20:00,6,11,0,12,7
2016-10-10 03:40:00,8,18,0,12,2
2016-10-10 04:00:00,2,15,0,12,3
2016-10-10 04:20:00,16,22,0,14,7
2016-10-10 04:40:00,7,26,0,11,9
2016-10-10 05:00:00,2,29,9,13,14
2016-10-10 05:20:00,3,37,17,13,16
2016-10-10 05:40:00,9,39,30,34,7
2016-10-10 06:00:00,13,33,23,25,16
2016-10-10 06:20:00,13,61,34,60,37
2016-10-10 06:40:00,18,59,49,68,42
2016-10-10 07:00:00,34,69,82,123,61
2016-10-10 07:20:00,40,102,114,136,84
2016-10-10 07:40:00,37,146,115,151,80
2016-10-10 08:00:00,47,111,129,153,124
2016-10-10 08:20:00,44,114,120,150,99
2016-10-10 08:40:00,57,103,117,135,138
2016-10-10 09:00:00,51,131,121,141,120
2016-10-10 09:20:00,44,123,92,153,109
2016-10-10 09:40:00,53,107,90,114,95
2016-10-10 10:00:00,35,102,60,94,79
2016-10-10 10:20:00,42,87,57,111,95
2016-10-10 10:40:00,40,89,76,112,94
2016-10-10 11:00:00,37,78,57,99,85
2016-10-10 11:20:00,26,79,55,68,80
2016-10-10 11:40:00,19,69,55,83,70
2016-10-10 12:00:00,41,99,67,106,93
2016-10-10 12:20:00,28,84,76,102,79
2016-10-10 12:40:00,36,66,66,105,80
2016-10-10 13:00:00,51,90,69,108,66
2016-10-10 13:20:00,42,85,57,100,106
2016-10-10 13:40:00,44,107,85,96,70
2016-10-10 14:00:00,33,86,65,97,104
2016-10-10 14:20:00,45,92,61,96,83
2016-10-10 14:40:00,51,95,69,74,83
2016-10-10 15:00:00,46,90,66,116,99
2016-10-10 15:20:00,36,109,69,99,84
2016-10-10 15:40:00,56,96,70,119,74
2016-10-10 16:00:00,42,116,77,110,85
2016-10-10 16:20:00,45,69,67,111,86
2016-10-10 16:40:00,28,103,81,102,92
2016-10-10 17:00:00,41,109,85,110,79
2016-10-10 17:20:00,22,124,65,121,94
2016-10-10 17:40:00,16,110,55,88,117
2016-10-10 18:00:00,20,53,59,71,63
2016-10-10 18:20:00,28,81,53,79,64
2016-10-10 18:40:00,23,71,41,64,72
2016-10-10 19:00:00,14,54,30,32,50
2016-10-10 19:20:00,21,60,31,69,54
2016-10-10 19:40:00,19,44,31,58,55
2016-10-10 20:00:00,15,40,32,53,44
2016-10-10 20:20:00,20,33,41,59,42
2016-10-10 20:40:00,17,39,26,40,44
2016-10-10 21:00:00,22,30,25,36,33
2016-10-10 21:20:00,8,34,32,16,40
2016-10-10 21:40:00,16,34,16,32,18
2016-10-10 22:00:00,5,25,24,19,24
2016-10-10 22:20:00,11,26,17,19,22
2016-10-10 22:40:00,5,13,10,24,23
2016-10-10 23:00:00,9,11,0,22,10
2016-10-10 23:20:00,5,15,9,24,21
2016-10-10 23:40:00,4,8,12,9,28
2016-10-11 00:00:00,12,98,4,18,110
2016-10-11 00:20:00,14,44,2,19,83
2016-10-11 00:40:00,10,34,2,16,65
2016-10-11 01:00:00,6,10,0,23,6
2016-10-11 01:20:00,11,8,0,18,8
2016-10-11 01:40:00,4,8,0,10,8
2016-10-11 02:00:00,3,6,0,15,8
2016-10-11 02:20:00,12,9,0,15,5
2016-10-11 02:40:00,6,7,0,13,5
2016-10-11 03:00:00,6,7,0,11,2
2016-10-11 03:20:00,5,10,0,9,2
2016-10-11 03:40:00,3,19,0,4,8
2016-10-11 04:00:00,12,16,0,14,3
2016-10-11 04:20:00,15,17,0,15,4
2016-10-11 04:40:00,12,20,0,14,13
2016-10-11 05:00:00,6,23,14,15,12
2016-10-11 05:20:00,11,33,9,24,18
2016-10-11 05:40:00,6,37,22,23,16
2016-10-11 06:00:00,9,37,25,28,17
2016-10-11 06:20:00,26,51,31,44,39
2016-10-11 06:40:00,18,56,52,92,53
2016-10-11 07:00:00,30,72,94,101,54
2016-10-11 07:20:00,40,94,109,126,79
2016-10-11 07:40:00,52,93,103,147,84
2016-10-11 08:00:00,49,130,122,168,116
2016-10-11 08:20:00,49,108,106,136,111
2016-10-11 08:40:00,40,126,123,172,129
2016-10-11 09:00:00,45,129,106,141,118
2016-10-11 09:20:00,47,108,92,122,115
2016-10-11 09:40:00,44,123,71,122,92
2016-10-11 10:00:00,37,114,69,107,68
2016-10-11 10:20:00,47,75,55,99,70
2016-10-11 10:40:00,37,86,71,111,74
2016-10-11 11:00:00,37,81,66,90,69
2016-10-11 11:20:00,37,79,71,91,94
2016-10-11 11:40:00,47,68,61,93,72
2016-10-11 12:00:00,42,98,69,76,80
2016-10-11 12:20:00,42,86,63,110,98
2016-10-11 12:40:00,51,79,72,92,89
2016-10-11 13:00:00,35,121,58,86,120
2016-10-11 13:20:00,37,104,52,84,148
2016-10-11 13:40:00,36,91,64,80,79
2016-10-11 14:00:00,44,77,69,86,75
2016-10-11 14:20:00,43,91,76,98,112
2016-10-11 14:40:00,48,111,70,98,109
2016-10-11 15:00:00,43,85,79,106,80
2016-10-11 15:20:00,57,90,87,105,61
2016-10-11 15:40:00,39,86,79,101,92
2016-10-11 16:00:00,52,81,63,111,86
2016-10-11 16:20:00,45,91,79,120,93
2016-10-11 16:40:00,42,103,74,121,87
2016-10-11 17:00:00,39,75,95,114,98
2016-10-11 17:20:00,30,93,66,118,89
2016-10-11 17:40:00,24,109,76,111,118
2016-10-11 18:00:00,27,66,54,105,78
2016-10-11 18:20:00,33,83,56,72,76
2016-10-11 18:40:00,25,62,50,60,75
2016-10-11 19:00:00,24,61,44,46,70
2016-10-11 19:20:00,27,54,28,69,54
2016-10-11 19:40:00,18,40,30,62,51
2016-10-11 20:00:00,11,35,40,38,46
2016-10-11 20:20:00,19,41,24,49,37
2016-10-11 20:40:00,13,38,37,38,52
2016-10-11 21:00:00,20,35,33,34,37
2016-10-11 21:20:00,11,34,28,36,37
2016-10-11 21:40:00,9,23,26,36,33
2016-10-11 22:00:00,8,22,22,25,18
2016-10-11 22:20:00,5,21,19,20,16
2016-10-11 22:40:00,9,26,16,16,16
2016-10-11 23:00:00,11,14,23,13,12
2016-10-11 23:20:00,7,18,8,10,9
2016-10-11 23:40:00,7,9,9,15,12
2016-10-12 00:00:00,8,129,2,18,132
2016-10-12 00:20:00,7,71,2,12,90
2016-10-12 00:40:00,11,26,1,21,64
2016-10-12 01:00:00,8,10,0,18,7
2016-10-12 01:20:00,7,4,0,20,13
2016-10-12 01:40:00,5,7,0,15,15
2016-10-12 02:00:00,8,9,0,14,11
2016-10-12 02:20:00,6,7,0,15,5
2016-10-12 02:40:00,10,10,0,12,6
2016-10-12 03:00:00,9,6,0,8,5
2016-10-12 03:20:00,8,14,0,18,7
2016-10-12 03:40:00,11,18,0,10,4
2016-10-12 04:00:00,9,17,0,11,5
2016-10-12 04:20:00,7,23,0,11,8
2016-10-12 04:40:00,10,23,0,14,5
2016-10-12 05:00:00,3,33,14,21,8
2016-10-12 05:20:00,8,29,14,10,9
2016-10-12 05:40:00,6,30,15,27,19
2016-10-12 06:00:00,10,38,32,33,20
2016-10-12 06:20:00,17,47,27,50,35
2016-10-12 06:40:00,16,67,45,81,36
2016-10-12 07:00:00,27,80,91,101,69
2016-10-12 07:20:00,27,82,92,115,93
2016-10-12 07:40:00,42,103,119,153,94
2016-10-12 08:00:00,45,114,129,151,99
2016-10-12 08:20:00,54,111,124,146,114
2016-10-12 08:40:00,55,109,114,160,137
2016-10-12 09:00:00,44,122,112,146,109
2016-10-12 09:20:00,51,116,108,107,114
2016-10-12 09:40:00,34,100,86,112,107
2016-10-12 10:00:00,47,93,78,97,110
2016-10-12 10:20:00,43,96,61,114,72
2016-10-12 10:40:00,36,106,68,98,77
2016-10-12 11:00:00,33,85,54,84,70
2016-10-12 11:20:00,40,90,56,90,68
2016-10-12 11:40:00,39,76,44,102,77
2016-10-12 12:00:00,43,89,60,83,80
2016-10-12 12:20:00,32,107,72,83,66
2016-10-12 12:40:00,47,88,58,101,69
2016-10-12 13:00:00,45,97,77,109,94
2016-10-12 13:20:00,46,91,65,103,85
2016-10-12 13:40:00,51,106,72,104,82
2016-10-12 14:00:00,45,95,68,92,83
2016-10-12 14:20:00,47,99,79,132,98
2016-10-12 14:40:00,51,96,68,101,91
2016-10-12 15:00:00,41,90,62,107,98
2016-10-12 15:20:00,43,103,79,110,96
2016-10-12 15:40:00,52,88,72,110,80
2016-10-12 16:00:00,41,112,71,111,85
2016-10-12 16:20:00,42,103,66,104,90
2016-10-12 16:40:00,48,115,82,114,77
2016-10-12 17:00:00,42,89,81,111,99
2016-10-12 17:20:00,26,132,82,139,88
2016-10-12 17:40:00,26,129,76,99,90
2016-10-12 18:00:00,29,48,66,89,88
2016-10-12 18:20:00,25,82,66,91,59
2016-10-12 18:40:00,21,66,55,50,99
2016-10-12 19:00:00,18,39,44,49,51
2016-10-12 19:20:00,17,50,46,40,58
2016-10-12 19:40:00,24,38,22,60,72
2016-10-12 20:00:00,15,41,31,34,65
2016-10-12 20:20:00,18,41,31,30,53
2016-10-12 20:40:00,16,42,33,38,38
2016-10-12 21:00:00,22,29,36,41,28
2016-10-12 21:20:00,16,31,15,33,38
2016-10-12 21:40:00,10,38,26,24,44
2016-10-12 22:00:00,8,26,22,26,26
2016-10-12 22:20:00,7,33,12,22,31
2016-10-12 22:40:00,10,24,15,10,25
2016-10-12 23:00:00,7,13,14,11,21
2016-10-12 23:20:00,4,18,9,9,12
2016-10-12 23:40:00,3,11,6,13,11
2016-10-13 00:00:00,5,123,7,13,107
2016-10-13 00:20:00,11,54,2,14,105
2016-10-13 00:40:00,7,38,0,13,93
2016-10-13 01:00:00,10,5,0,17,8
2016-10-13 01:20:00,11,7,3,22,8
2016-10-13 01:40:00,10,10,1,13,5
2016-10-13 02:00:00,7,7,0,17,6
2016-10-13 02:20:00,8,4,0,11,6
2016-10-13 02:40:00,7,15,0,13,9
2016-10-13 03:00:00,8,12,1,11,11
2016-10-13 03:20:00,8,7,0,10,8
2016-10-13 03:40:00,11,13,0,13,7
2016-10-13 04:00:00,10,14,0,16,2
2016-10-13 04:20:00,10,19,2,10,5
2016-10-13 04:40:00,12,30,0,10,4
2016-10-13 05:00:00,7,31,19,12,10
2016-10-13 05:20:00,2,40,21,16,9
2016-10-13 05:40:00,4,34,14,20,19
2016-10-13 06:00:00,17,39,23,31,29
2016-10-13 06:20:00,18,46,54,38,31
2016-10-13 06:40:00,32,76,66,72,55
2016-10-13 07:00:00,32,81,91,110,75
2016-10-13 07:20:00,44,95,107,134,71
2016-10-13 07:40:00,49,105,145,145,87
2016-10-13 08:00:00,51,107,112,162,119
2016-10-13 08:20:00,59,114,121,157,115
2016-10-13 08:40:00,42,130,121,148,131
2016-10-13 09:00:00,65,122,127,148,112
2016-10-13 09:20:00,46,98,101,140,118
2016-10-13 09:40:00,59,114,77,131,94
2016-10-13 10:00:00,56,84,69,142,81
2016-10-13 10:20:00,44,101,75,116,97
2016-10-13 10:40:00,34,99,76,100,93
2016-10-13 11:00:00,28,69,77,99,70
2016-10-13 11:20:00,34,72,65,106,71
2016-10-13 11:40:00,35,105,60,91,79
2016-10-13 12:00:00,49,91,71,95,88
2016-10-13 12:20:00,46,91,68,107,110
2016-10-13 12:40:00,39,98,70,117,97
2016-10-13 13:00:00,58,96,73,127,98
2016-10-13 13:20:00,46,96,76,126,101
2016-10-13 13:40:00,44,111,80,103,102
2016-10-13 14:00:00,44,120,86,110,108
2016-10-13 14:20:00,51,92,81,138,83
2016-10-13 14:40:00,43,86,83,96,116
2016-10-13 15:00:00,48,96,91,97,119
2016-10-13 15:20:00,43,87,78,117,105
2016-10-13 15:40:00,33,83,72,134,105
2016-10-13 16:00:00,44,84,81,110,120
2016-10-13 16:20:00,48,116,79,122,122
2016-10-13 16:40:00,50,99,74,149,99
2016-10-13 17:00:00,54,114,77,114,88
2016-10-13 17:20:00,45,94,80,123,96
2016-10-13 17:40:00,39,120,80,113,105
2016-10-13 18:00:00,34,53,73,89,87
2016-10-13 18:20:00,33,73,70,70,80
2016-10-13 18:40:00,23,76,52,64,75
2016-10-13 19:00:00,17,48,46,49,49
2016-10-13 19:20:00,19,29,45,51,57
2016-10-13 19:40:00,21,53,37,51,68
2016-10-13 20:00:00,17,43,44,65,50
2016-10-13 20:20:00,18,38,34,47,42
2016-10-13 20:40:00,18,38,42,34,50
2016-10-13 21:00:00,18,29,26,37,38
2016-10-13 21:20:00,18,23,25,31,35
2016-10-13 21:40:00,16,25,27,27,45
2016-10-13 22:00:00,9,24,17,23,36
2016-10-13 22:20:00,11,19,13,22,33
2016-10-13 22:40:00,6,25,15,17,25
2016-10-13 23:00:00,3,14,6,4,15
2016-10-13 23:20:00,11,11,11,15,15
2016-10-13 23:40:00,9,8,9,16,13
2016-10-14 00:00:00,15,122,1,16,128
2016-10-14 00:20:00,15,57,1,16,112
2016-10-14 00:40:00,8,32,1,18,81
2016-10-14 01:00:00,6,6,0,22,14
2016-10-14 01:20:00,11,10,0,16,12
2016-10-14 01:40:00,12,7,1,15,14
2016-10-14 02:00:00,7,9,0,12,6
2016-10-14 02:20:00,5,8,0,14,5
2016-10-14 02:40:00,12,6,1,16,9
2016-10-14 03:00:00,4,7,2,13,2
2016-10-14 03:20:00,3,8,1,12,6
2016-10-14 03:40:00,8,12,0,7,2
2016-10-14 04:00:00,12,16,0,11,3
2016-10-14 04:20:00,13,17,1,13,9
2016-10-14 04:40:00,6,25,6,14,11
2016-10-14 05:00:00,3,29,14,15,11
2016-10-14 05:20:00,7,33,10,16,5
2016-10-14 05:40:00,8,41,22,18,13
2016-10-14 06:00:00,14,34,20,19,17
2016-10-14 06:20:00,20,48,45,38,34
